Type,Number,CD,Street Name,Cross Street 1,Cross Street 2,Parking Restrictions,Petition Validation,Parking Study,Date Established,Date Posted,Last Action,Data Entered By,Council File Number
PPD,3,12,Wynne Avenue,Cantara Street,Cul-De-Sac N of Cantara Street,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 3 Permits Exempt,75%,85%,3/1/2016,06/13/1982,Establishment,SM,81-5863
PPD,4,5,Ashton Avenue,Manning Avenue,Selby Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Ashton Avenue,Selby Avenue,Malcolm Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Glendon Avenue,Ohio Avenue,Wilkins Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,04/09/2004,Fill-In,SM,88-1262
PPD,4,5,Glendon Avenue,Wilkins Avenue,Rochester Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Glendon Avenue,Rochester Avenue,Wellworth Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Malcolm Avenue,Ohio Avenue,Wilkins Avenue,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Malcolm Avenue,Wilkins Avenue,Rochester Avenue,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Malcolm Avenue,Rochester Avenue,Wellworth Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; No Parking All Other Times; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Malcolm Avenue (E/S),Wellworth Avenue,Ashton Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Malcolm Avenue (W/S),Wellworth Avenue,Ashton Avenue,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Malcolm Avenue,Ashton Avenue,Wilshire Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Rochester Avenue,Manning Avenue,Selby Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Rochester Avenue,Selby Avenue,Malcolm Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Rochester Avenue,Malcolm Avenue,Glendon Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; No Parking All Other Times; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Rochester Avenue,Glendon Avenue,Alley E of Westwood Boulevard,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Selby Avenue,Ohio Avenue,Rochester Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,01/27/2003,Fill-In,SM,88-1262
PPD,4,5,Selby Avenue,Rochester Avenue,Wellworth Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Selby Avenue,Wellworth Avenue,Ashton Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Selby Avenue,Ashton Avenue,Wilshire Boulevard,No Parking Anytime; Vehicles with District No. 4 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Wellworth Avenue,Manning Avenue,Selby Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Wellworth Avenue,Selby Avenue,Malcolm Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Wellworth Avenue (N/S),Malcolm Avenue,E Intersection of Glendon Avenue,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Wellworth Avenue (S/S),Malcolm Avenue,E Intersection of Glendon Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Wellworth Avenue (N/S),E Intersection of Glendon Avenue,W Intersection of Glendon Avenue,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Wellworth Avenue (S/S),E Intersection of Glendon Avenue,W Intersection of Glendon Avenue,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,4,5,Wellworth Avenue,W Intersection of Glendon Avenue,Alley E of Westwood Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,88-1262
PPD,4,5,Wilkins Avenue,Ohio Avenue,Malcolm Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,04/11/2012,Fill-In,SM,88-1262
PPD,4,5,Wilkins Avenue,Malcolm Avenue,Glendon Avenue,2 Hr. Parking 7AM - 6PM Mon. - Fri.; No Parking All Other Times; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,06/08/2007,Fill-In,SM,88-1262
PPD,4,5,Wilkins Avenue,Glendon Avenue,Alley E of Westwood Boulevard,No Parking Anytime; Vehicles with District No. 4 Permits Exempt,75%,85%,3/1/2016,08/16/1982,Establishment,SM,88-1262
PPD,5,5,Bedford Drive,Vidor Drive,Roxbury Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Bedford Drive,Roxbury Drive,Newman Street,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Bedford Drive,Newman Street,City of Los Angeles Boundary,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,5,5,Beverly Green Drive,Pico Boulevard,Vidor Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Beverly Green Drive,Vidor Drive,City of Los Angeles Boundary,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Beverly Green Drive,City of Los Angeles Boundary,Roxbury Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Camden Drive,Pico Boulevard,City of Los Angeles Boundary,2 Hr. Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Castello Avenue,Alley N of Pico Boulevard,Peck Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,11/02/2015,Fill-In,SM,
PPD,5,5,Castello Avenue,Pico Boulevard,Alley N of Pico Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,5,5,Daniels Drive,Alley N of Pico Boulevard,City of Los Angeles Boundary,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Daniels Drive,Pico Boulevard,Alley N of Pico Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,5,5,Newman Street,Peck Drive,Bedford Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Peck Drive,Vidor Drive,Roxbury Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Peck Drive,Roxbury Drive,Castello Avenue,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Peck Drive,Castello Avenue,City of Los Angeles Boundary,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,5,5,Rodeo Drive,Beverwil Drive,El Camino Drive,No Parking 6PM - 8AM; 2 Hr. Parking 8AM - 6PM; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Roxbury Drive,Alley N of Pico Boulevard,Vidor Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Roxbury Drive,Vidor Drive,Peck Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Roxbury Drive,Peck Drive,Bedford Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Roxbury Drive,Bedford Drive,Beverly Green Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Roxbury Drive,Beverly Green Drive,City of Los Angeles Boundary,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Vidor Drive,Roxbury Drive,Peck Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Vidor Drive,Peck Drive,Bedford Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,5,5,Vidor Drive,Bedford Drive,Beverly Green Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 5 Permits Exempt,75%,85%,3/1/2016,09/06/1982,Establishment,SM,
PPD,6,5,Ashton Avenue,Beverly Glen Boulevard,Alley E of Beverly Glen Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Ashton Avenue,Alley E of Beverly Glen Boulevard,Devon Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Ashton Avenue,Devon Avenue,Comstock Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Alley N of Santa Monica Boulevard,Eastborne Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Eastborne Avenue,Holman Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Holman Avenue,Woodruff Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Woodruff Avenue,Wilkins Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Wilkins Avenue,Rochester Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Rochester Avenue,Devon Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Devon Avenue,Ashton Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Beverly Glen Boulevard,Ashton Avenue,Wilshire Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Calmar Court,Holman Avenue,Cul-De-Sac N of Holman Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Club View Drive,Alley N of Santa Monica Boulevard,Eastborne Avenue,No Parking 8AM - 6PM Daily; Vehicles with District No. 6 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,09/15/2015,Alternate Restrictions,JH,12-0971-S2
PPD,6,5,Club View Drive, Eastborne Avenue,Wilkins Avenue,2 Hr. Parking 8AM - 6PM Daily; Vehicles with District No. 6 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,09/09/2015,Fill-in,JH,12-0971-S2
PPD,6,5,Club View Drive,Wilkins Avenue,Rochester Avenue,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Club View Drive,Rochester Avenue,Comstock Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,Alley N of Santa Monica Boulevard,S Intersection of Eastborne Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Comstock Avenue,S Intersection of Eastborne Avenue,Holman Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Comstock Avenue,Holman Avenue,N Intersection of Eastborne Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Comstock Avenue,N Intersection of Eastborne Avenue,S Intersection of Wilkins Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Comstock Avenue,S Intersection of Wilkins Avenue,N Intersection of Wilkins Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,N Intersection of Wilkins Avenue,S Intersection of Rochester Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,S Intersection of Rochester Avenue,N Intersection of Rochester Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,N Intersection of Rochester Avenue,Ashton Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,Ashton Avenue,Club View Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Comstock Avenue,Club View Drive,Wilshire Boulevard,N/A,75%,85%,3/1/2016,-,-,JH,12-0971-S2
PPD,6,5,Crestview Court,Wilkins Avenue,Cul-De-Sac N of Wilkins Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Devon Avenue,Beverly Glen Boulevard,Warnall Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,03/24/2009,Fill-in,JH,12-0971-S2
PPD,6,5,Devon Avenue,Warnall Avenue,Ashton Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,03/19/2001,Fill-in,JH,12-0971-S2
PPD,6,5,Eastborne Avenue,Beverly Glen Boulevard,Comstock Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Eastborne Avenue,Comstock Avenue,Warnall Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Eastborne Avenue,Warnall Avenue,Ensley Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Eastborne Avenue,Ensley Avenue,Club View Drive,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Ensley Avenue,Alley N of Santa Monica Boulevard,Eastborne Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Ensley Avenue,Eastborne Avenue,Wilkins Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Holman Avenue,Beverly Glen Boulevard,Calmar Court,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Holman Avenue,Calmar Court,Comstock Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,11/26/2013,Fill-in,JH,12-0971-S2
PPD,6,5,Rochester Avenue,Beverly Glen Boulevard,Warnall Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Rochester Avenue,Warnall Avenue,Comstock Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Rochester Avenue,Comstock Avenue,Club View Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Warnall Avenue,Alley N of Santa Monica Boulevard,Eastborne Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Warnall Avenue,Eastborne Avenue,Comstock Avenue,No Parking Anytime; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Warnall Avenue,Comstock Avenue,Rochester Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Warnall Avenue,Rochester Avenue,Devon Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Wilkins Avenue,Beverly Glen Boulevard,Crestview Court,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Wilkins Avenue,Crestview Court,Comstock Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Wilkins Avenue,Comstock Avenue,Ensley Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,6,5,Wilkins Avenue,Ensley Avenue,Club View Drive,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 6 Permits Exempt,75%,85%,3/1/2016,01/04/1983,Establishment,JH,12-0971-S2
PPD,7,5,Barrows Drive,Fairfax Avenue,San Diego Way,No Parking Anytime; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,09/15/2017,Alternate Restrictions,SM,15-1382
PPD,7,5,Barrows Drive,San Diego Way,San Vicente Boulevard,No Parking Anytime; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,09/15/2017,Alternate Restrictions,SM,15-1382
PPD,7,5,Carrillo Drive,Olympic Boulevard,Stearns Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Carrillo Drive,Stearns Drive,Ramona Court,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Carrillo Drive,Ramona Court,Commodore Sloat Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Carrillo Drive,Commodore Sloat Drive,San Vicente Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Commodore Sloat Drive,Olympic Boulevard,Carmel Way,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Commodore Sloat Drive,Carmel Way,Carrillo Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Commodore Sloat Drive,Carrillo Drive,Foster Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Commodore Sloat Drive,Foster Drive,San Gabriel Way,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Commodore Sloat Drive,San Gabriel Way,Schumacher Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Del Valle Drive,Fairfax Avenue,San Diego Way,No Parking Anytime; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,09/15/2017,Alternate Restrictions,SM,15-1382
PPD,7,5,Del Valle Drive,San Diego Way,McCarthy Vista,No Parking Anytime; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,09/15/2017,Alternate Restrictions,SM,15-1382
PPD,7,5,Fairfax Avenue,Olympic Boulevard,San Vicente Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Fairfax Avenue,San Vicente Boulevard,Barrows Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Fairfax Avenue,Barrows Drive,Del Valle Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Fairfax Avenue,Del Valle Drive,Warner Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Fairfax Avenue,Warner Drive,Wilshire Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Foster Drive,Olympic Boulevard,Moore Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Foster Drive,Moore Drive,Ramona Court,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Foster Drive,Ramona Court,Commodore Sloat Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Foster Drive,Commodore Sloat Drive,San Vicente Boulevard,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Gregory Way,Schumacher Drive,Tower Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Hayes Drive,Commodore Sloat Drive,Santa Ynez Way,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Hayes Drive,Santa Ynez Way,Schumacher Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,McCarthy Vista,San Vicente Boulevard,Del Valle Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,McCarthy Vista,Del Valle Drive,Warner Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,McCarthy Vista,Warner Drive,Wilshire Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Moore Drive,Foster Drive,Santa Ynez Way,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Moore Drive,Santa Ynez Way,Schumacher Drive,No Parking 8AM - 6PM Except Sat. & Sun.; Vehicles with District No. 7 Permits Exempt,75%,85%,3/1/2016,02/17/1983,Establishment,SM,15-1382
PPD,7,5,Olympic Boulevard,Fairfax Avenue,Commodore Sloat Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Olympic Boulevard,Commodore Sloat Drive,Stearns Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Olympic Boulevard,Stearns Drive,Carrillo Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Olympic Boulevard,Carrillo Drive,Foster Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Olympic Boulevard,Foster Drive,Santa Ynez Way,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
PPD,7,5,Olympic Boulevard,Santa Ynez Way,Schumacher Drive,N/A,75%,85%,3/1/2016,-,-,SM,15-1382
